,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
2812,2812,2812,4812,160089964,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Sunday,01/31/2016 12:00:00 AM,17:50,CENTRAL,NONE,CLAY ST / DAVIS ST,-122.397977877047,37.7953124364017,"(37.7953124364017, -122.397977877047)",16008996407020
2813,2813,2813,4813,160090030,ROBBERY,"ROBBERY, ARMED WITH A GUN",Saturday,01/09/2016 12:00:00 AM,00:05,NORTHERN,NONE,GOLDEN GATE AV / POLK ST,-122.418809581375,37.78123525699,"(37.78123525699, -122.418809581375)",16009003003071
2814,2814,2814,4814,160090030,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,01/09/2016 12:00:00 AM,00:05,NORTHERN,NONE,GOLDEN GATE AV / POLK ST,-122.418809581375,37.78123525699,"(37.78123525699, -122.418809581375)",16009003009320
2815,2815,2815,4815,160090052,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,01/30/2016 12:00:00 AM,23:00,NORTHERN,NONE,1100 Block of POLK ST,-122.420136159979,37.7875096258655,"(37.7875096258655, -122.420136159979)",16009005206303
2816,2816,2816,4816,160209576,NON-CRIMINAL,FOUND PROPERTY,Thursday,03/10/2016 12:00:00 AM,12:00,SOUTHERN,NONE,6TH ST / BRANNAN ST,-122.400983769855,37.7748078532865,"(37.7748078532865, -122.400983769855)",16020957672000
2817,2817,2817,4817,160209582,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,03/07/2016 12:00:00 AM,10:00,TARAVAL,NONE,0 Block of WAWONA ST,-122.466349779642,37.7424689556292,"(37.7424689556292, -122.466349779642)",16020958228150
2818,2818,2818,4818,160090234,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,01/31/2016 12:00:00 AM,12:20,SOUTHERN,NONE,1400 Block of HOWARD ST,-122.414927187814,37.773523978923,"(37.773523978923, -122.414927187814)",16009023428100
2819,2819,2819,4819,160209827,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,03/11/2016 12:00:00 AM,22:30,TARAVAL,NONE,3600 Block of TARAVAL ST,-122.505162046753,37.7416851422034,"(37.7416851422034, -122.505162046753)",16020982705073
2820,2820,2820,4820,160209827,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,03/11/2016 12:00:00 AM,22:30,TARAVAL,NONE,3600 Block of TARAVAL ST,-122.505162046753,37.7416851422034,"(37.7416851422034, -122.505162046753)",16020982707021
2821,2821,2821,4821,160209833,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,03/12/2016 12:00:00 AM,09:00,RICHMOND,NONE,PARKPRESIDIO BL / BALBOA ST,-122.472041312512,37.7768682383667,"(37.7768682383667, -122.472041312512)",16020983306244
2822,2822,2822,4822,160209849,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,03/12/2016 12:00:00 AM,10:58,SOUTHERN,NONE,900 Block of HOWARD ST,-122.406508487003,37.7803313209065,"(37.7803313209065, -122.406508487003)",16020984964020
2823,2823,2823,4823,160209861,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,03/11/2016 12:00:00 AM,13:00,SOUTHERN,NONE,200 Block of 3RD ST,-122.399899436982,37.7846480308387,"(37.7846480308387, -122.399899436982)",16020986128160
2824,2824,2824,4824,160209877,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Saturday,03/12/2016 12:00:00 AM,12:04,PARK,NONE,0 Block of ASHBURY TR,-122.448039348689,37.7751156103983,"(37.7751156103983, -122.448039348689)",16020987751041
2825,2825,2825,4825,160209883,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,03/12/2016 12:00:00 AM,10:21,PARK,"ARREST, BOOKED",1700 Block of FULTON ST,-122.445652525154,37.7759612670837,"(37.7759612670837, -122.445652525154)",16020988306362
2826,2826,2826,4826,160249180,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Friday,03/25/2016 12:00:00 AM,21:20,NORTHERN,"ARREST, BOOKED",1600 Block of BROADWAY ST,-122.424261978935,37.7956840509491,"(37.7956840509491, -122.424261978935)",16024918004138
2827,2827,2827,4827,160643093,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Friday,08/05/2016 12:00:00 AM,08:00,BAYVIEW,NONE,0 Block of WHITFIELD CT,-122.381757562453,37.7310148735637,"(37.7310148735637, -122.381757562453)",16064309305043
2828,2828,2828,4828,160090494,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,01/31/2016 12:00:00 AM,13:00,PARK,NONE,700 Block of HAIGHT ST,-122.434558622936,37.7715276473111,"(37.7715276473111, -122.434558622936)",16009049415161
2829,2829,2829,4829,160209968,NON-CRIMINAL,LOST PROPERTY,Friday,03/11/2016 12:00:00 AM,17:30,SOUTHERN,NONE,3RD ST / TOWNSEND ST,-122.392753573574,37.7788518670227,"(37.7788518670227, -122.392753573574)",16020996871000
2830,2830,2830,4830,160209974,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Saturday,03/12/2016 12:00:00 AM,12:22,PARK,"ARREST, BOOKED",HAIGHT ST / COLE ST,-122.450709919144,37.7695262270693,"(37.7695262270693, -122.450709919144)",16020997464002
2831,2831,2831,4831,160209980,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,03/12/2016 12:00:00 AM,11:20,NORTHERN,NONE,1900 Block of SUTTER ST,-122.43190352548,37.7863148737463,"(37.7863148737463, -122.43190352548)",16020998006153
2832,2832,2832,4832,160210006,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Monday,03/07/2016 12:00:00 AM,23:00,BAYVIEW,NONE,1300 Block of KANSAS ST,-122.402305250227,37.7525902592916,"(37.7525902592916, -122.402305250227)",16021000606221
2833,2833,2833,4833,160210006,NON-CRIMINAL,FOUND PROPERTY,Monday,03/07/2016 12:00:00 AM,23:00,BAYVIEW,NONE,1300 Block of KANSAS ST,-122.402305250227,37.7525902592916,"(37.7525902592916, -122.402305250227)",16021000672000
2834,2834,2834,4834,160210131,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Saturday,03/12/2016 12:00:00 AM,13:16,PARK,"ARREST, BOOKED",HAIGHT ST / ASHBURY ST,-122.446933310975,37.7700061988358,"(37.7700061988358, -122.446933310975)",16021013164002
2835,2835,2835,4835,160210147,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,03/11/2016 12:00:00 AM,15:25,MISSION,NONE,2100 Block of MISSION ST,-122.419424383763,37.7632323869521,"(37.7632323869521, -122.419424383763)",16021014706153
2836,2836,2836,4836,160210153,NON-CRIMINAL,LOST PROPERTY,Saturday,03/12/2016 12:00:00 AM,11:00,NORTHERN,NONE,300 Block of MCALLISTER ST,-122.417777932619,37.7803089893403,"(37.7803089893403, -122.417777932619)",16021015371000
2837,2837,2837,4837,160210169,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,03/12/2016 12:00:00 AM,13:13,SOUTHERN,NONE,200 Block of 2ND ST,-122.396920775993,37.7857918163181,"(37.7857918163181, -122.396920775993)",16021016964020
2838,2838,2838,4838,160210250,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,03/11/2016 12:00:00 AM,23:30,TARAVAL,NONE,1300 Block of FUNSTON AV,-122.470459672895,37.7629030780426,"(37.7629030780426, -122.470459672895)",16021025006304
2839,2839,2839,4839,160210266,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,03/12/2016 12:00:00 AM,14:10,INGLESIDE,"ARREST, BOOKED",MONTEREY BL / BADEN ST,-122.439742646877,37.7315851821106,"(37.7315851821106, -122.439742646877)",16021026665015
2840,2840,2840,4840,160210294,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Saturday,03/12/2016 12:00:00 AM,13:29,INGLESIDE,NONE,3600 Block of MISSION ST,-122.423926267404,37.7381082133659,"(37.7381082133659, -122.423926267404)",16021029415041
2841,2841,2841,4841,160210313,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,03/12/2016 12:00:00 AM,13:59,BAYVIEW,"ARREST, BOOKED",3RD ST / OAKDALE AV,-122.390697630683,37.7347969947349,"(37.7347969947349, -122.390697630683)",16021031316010
2842,2842,2842,4842,160210313,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Saturday,03/12/2016 12:00:00 AM,13:59,BAYVIEW,"ARREST, BOOKED",3RD ST / OAKDALE AV,-122.390697630683,37.7347969947349,"(37.7347969947349, -122.390697630683)",16021031316662
2843,2843,2843,4843,160210329,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,03/12/2016 12:00:00 AM,14:24,TENDERLOIN,"ARREST, BOOKED",400 Block of TURK ST,-122.416342977622,37.7824465135592,"(37.7824465135592, -122.416342977622)",16021032962050
2844,2844,2844,4844,160210329,WARRANTS,WARRANT ARREST,Saturday,03/12/2016 12:00:00 AM,14:24,TENDERLOIN,"ARREST, BOOKED",400 Block of TURK ST,-122.416342977622,37.7824465135592,"(37.7824465135592, -122.416342977622)",16021032963010
2845,2845,2845,4845,160210329,OTHER OFFENSES,THROWING SUBSTANCE AT VEHICLE,Saturday,03/12/2016 12:00:00 AM,14:24,TENDERLOIN,"ARREST, BOOKED",400 Block of TURK ST,-122.416342977622,37.7824465135592,"(37.7824465135592, -122.416342977622)",16021032965070
2846,2846,2846,4846,160210341,LARCENY/THEFT,PETTY THEFT BICYCLE,Saturday,03/12/2016 12:00:00 AM,11:00,CENTRAL,NONE,100 Block of BATTERY ST,-122.399794605667,37.7927514846386,"(37.7927514846386, -122.399794605667)",16021034106313
2847,2847,2847,4847,160205530,ASSAULT,THREATS AGAINST LIFE,Thursday,03/10/2016 12:00:00 AM,18:00,CENTRAL,"ARREST, BOOKED",800 Block of GEARY ST,-122.417295322526,37.7862578545865,"(37.7862578545865, -122.417295322526)",16020553019057
2848,2848,2848,4848,160205552,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,02/29/2016 12:00:00 AM,09:00,CENTRAL,NONE,0 Block of JOHN ST,-122.410814122903,37.795898058771,"(37.795898058771, -122.410814122903)",16020555264070
2849,2849,2849,4849,160205568,OTHER OFFENSES,CONTRIBUTING TO THE DELINQUENCY OF MINOR,Sunday,03/06/2016 12:00:00 AM,23:00,SOUTHERN,NONE,MARKET ST / 7TH ST,-122.412515341356,37.7804777480508,"(37.7804777480508, -122.412515341356)",16020556815030
2850,2850,2850,4850,160205596,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Tuesday,03/08/2016 12:00:00 AM,16:00,NORTHERN,NONE,1300 Block of GREENWICH ST,-122.421893109753,37.8006727375518,"(37.8006727375518, -122.421893109753)",16020559605023
2851,2851,2851,4851,160210460,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,03/11/2016 12:00:00 AM,23:00,TENDERLOIN,NONE,200 Block of MASON ST,-122.409523740653,37.7857602954934,"(37.7857602954934, -122.409523740653)",16021046006113
2852,2852,2852,4852,160210460,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,03/11/2016 12:00:00 AM,23:00,TENDERLOIN,NONE,200 Block of MASON ST,-122.409523740653,37.7857602954934,"(37.7857602954934, -122.409523740653)",16021046009320
2853,2853,2853,4853,160210476,MISSING PERSON,MISSING ADULT,Wednesday,03/09/2016 12:00:00 AM,23:30,INGLESIDE,NONE,200 Block of WARD ST,-122.40261786787,37.7186423323801,"(37.7186423323801, -122.40261786787)",16021047674000
2854,2854,2854,4854,160210476,MISSING PERSON,FOUND PERSON,Wednesday,03/09/2016 12:00:00 AM,23:30,INGLESIDE,NONE,200 Block of WARD ST,-122.40261786787,37.7186423323801,"(37.7186423323801, -122.40261786787)",16021047675000
2855,2855,2855,4855,160210482,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,03/11/2016 12:00:00 AM,14:00,RICHMOND,NONE,200 Block of 4TH AV,-122.462277124245,37.7839578807834,"(37.7839578807834, -122.462277124245)",16021048206372
2856,2856,2856,4856,160090892,MISSING PERSON,FOUND PERSON,Sunday,01/31/2016 12:00:00 AM,15:46,RICHMOND,NONE,6100 Block of FULTON ST,-122.496505445596,37.7719526452281,"(37.7719526452281, -122.496505445596)",16009089275000
2857,2857,2857,4857,160090905,DRUG/NARCOTIC,LOITERING WHERE NARCOTICS ARE SOLD/USED,Sunday,01/31/2016 12:00:00 AM,16:10,TENDERLOIN,"ARREST, BOOKED",TURK ST / LEAVENWORTH ST,-122.414056291891,37.7827931071006,"(37.7827931071006, -122.414056291891)",16009090516704
2858,2858,2858,4858,160205966,ASSAULT,BATTERY,Thursday,03/10/2016 12:00:00 AM,10:00,SOUTHERN,NONE,5TH ST / SHIPLEY ST,-122.402842748428,37.7798294192767,"(37.7798294192767, -122.402842748428)",16020596604134
2859,2859,2859,4859,160205966,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,03/10/2016 12:00:00 AM,10:00,SOUTHERN,NONE,5TH ST / SHIPLEY ST,-122.402842748428,37.7798294192767,"(37.7798294192767, -122.402842748428)",16020596628160
2860,2860,2860,4860,160210539,RUNAWAY,RUNAWAY,Tuesday,03/08/2016 12:00:00 AM,22:30,BAYVIEW,UNFOUNDED,1200 Block of PALOU AV,-122.384417093311,37.7302296010761,"(37.7302296010761, -122.384417093311)",16021053929100
2861,2861,2861,4861,160210539,MISSING PERSON,FOUND PERSON,Tuesday,03/08/2016 12:00:00 AM,22:30,BAYVIEW,UNFOUNDED,1200 Block of PALOU AV,-122.384417093311,37.7302296010761,"(37.7302296010761, -122.384417093311)",16021053975000
2862,2862,2862,4862,160210545,WEAPON LAWS,"AMMUNITION, POSS. BY PROHIBITED PERSON",Saturday,03/12/2016 12:00:00 AM,15:19,BAYVIEW,"ARREST, BOOKED",1200 Block of QUESADA AV,-122.383117847505,37.7285470574169,"(37.7285470574169, -122.383117847505)",16021054512173
2863,2863,2863,4863,160210545,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Saturday,03/12/2016 12:00:00 AM,15:19,BAYVIEW,"ARREST, BOOKED",1200 Block of QUESADA AV,-122.383117847505,37.7285470574169,"(37.7285470574169, -122.383117847505)",16021054516622
2864,2864,2864,4864,160210545,NON-CRIMINAL,SEARCH WARRANT SERVICE,Saturday,03/12/2016 12:00:00 AM,15:19,BAYVIEW,"ARREST, BOOKED",1200 Block of QUESADA AV,-122.383117847505,37.7285470574169,"(37.7285470574169, -122.383117847505)",16021054575025
2865,2865,2865,4865,160210608,WARRANTS,WARRANT ARREST,Saturday,03/12/2016 12:00:00 AM,15:27,NORTHERN,"ARREST, BOOKED",WEBSTER ST / HERMANN ST,-122.428427922555,37.770450484501,"(37.770450484501, -122.428427922555)",16021060863010
2866,2866,2866,4866,160210620,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,03/12/2016 12:00:00 AM,15:46,TARAVAL,NONE,1800 Block of OCEAN AV,-122.461766854449,37.7250139656347,"(37.7250139656347, -122.461766854449)",16021062064070
2867,2867,2867,4867,160210636,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,03/12/2016 12:00:00 AM,16:35,MISSION,NONE,600 Block of VALENCIA ST,-122.421747650463,37.7627436601147,"(37.7627436601147, -122.421747650463)",16021063664020
2868,2868,2868,4868,160210658,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,03/12/2016 12:00:00 AM,14:25,NORTHERN,NONE,OFARRELL ST / VANNESS AV,-122.421195221815,37.7847536577561,"(37.7847536577561, -122.421195221815)",16021065806224
2869,2869,2869,4869,160210664,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,03/11/2016 12:00:00 AM,20:30,SOUTHERN,NONE,0 Block of BERNICE ST,-122.413903042028,37.7699273077048,"(37.7699273077048, -122.413903042028)",16021066407021
2870,2870,2870,4870,160210670,NON-CRIMINAL,FOUND PROPERTY,Saturday,03/12/2016 12:00:00 AM,15:39,PARK,NONE,1800 Block of OAK ST,-122.449783905432,37.7715082064403,"(37.7715082064403, -122.449783905432)",16021067072000
2871,2871,2871,4871,160210686,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,03/12/2016 12:00:00 AM,16:23,NORTHERN,"ARREST, BOOKED",1600 Block of SACRAMENTO ST,-122.420052444419,37.7915436932136,"(37.7915436932136, -122.420052444419)",16021068619090
2872,2872,2872,4872,160210686,OTHER OFFENSES,PAROLE VIOLATION,Saturday,03/12/2016 12:00:00 AM,16:23,NORTHERN,"ARREST, BOOKED",1600 Block of SACRAMENTO ST,-122.420052444419,37.7915436932136,"(37.7915436932136, -122.420052444419)",16021068626150
2873,2873,2873,4873,160210705,ASSAULT,FALSE IMPRISONMENT,Wednesday,03/09/2016 12:00:00 AM,13:00,TENDERLOIN,NONE,0 Block of MASON ST,-122.409268441444,37.7837998723601,"(37.7837998723601, -122.409268441444)",16021070504170
2874,2874,2874,4874,160210761,NON-CRIMINAL,FOUND PROPERTY,Friday,03/11/2016 12:00:00 AM,18:00,MISSION,NONE,400 Block of CASTRO ST,-122.435150099812,37.7617597243598,"(37.7617597243598, -122.435150099812)",16021076172000
2875,2875,2875,4875,160210777,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,03/12/2016 12:00:00 AM,16:43,RICHMOND,"ARREST, BOOKED",300 Block of 30TH AV,-122.490227406847,37.7826929166086,"(37.7826929166086, -122.490227406847)",16021077716650
2876,2876,2876,4876,160210777,OTHER OFFENSES,PROBATION VIOLATION,Saturday,03/12/2016 12:00:00 AM,16:43,RICHMOND,"ARREST, BOOKED",300 Block of 30TH AV,-122.490227406847,37.7826929166086,"(37.7826929166086, -122.490227406847)",16021077726170
2877,2877,2877,4877,160210777,WARRANTS,WARRANT ARREST,Saturday,03/12/2016 12:00:00 AM,16:43,RICHMOND,"ARREST, BOOKED",300 Block of 30TH AV,-122.490227406847,37.7826929166086,"(37.7826929166086, -122.490227406847)",16021077763010
2878,2878,2878,4878,160210783,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, ATT. FORCIBLE",Thursday,03/10/2016 12:00:00 AM,18:00,INGLESIDE,NONE,100 Block of 27TH ST,-122.423564005365,37.7471561079702,"(37.7471561079702, -122.423564005365)",16021078305142
2879,2879,2879,4879,160210799,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,03/12/2016 12:00:00 AM,15:15,PARK,NONE,GEARY BL / MASONIC AV,-122.448043124454,37.7823710354886,"(37.7823710354886, -122.448043124454)",16021079906153
2880,2880,2880,4880,160210799,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,03/12/2016 12:00:00 AM,15:15,PARK,NONE,GEARY BL / MASONIC AV,-122.448043124454,37.7823710354886,"(37.7823710354886, -122.448043124454)",16021079909320
2881,2881,2881,4881,160210802,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,03/12/2016 12:00:00 AM,17:00,BAYVIEW,"ARREST, BOOKED",NEWCOMB AV / LANE ST,-122.387911252085,37.7341714275463,"(37.7341714275463, -122.387911252085)",16021080265016
2882,2882,2882,4882,160091276,WARRANTS,WARRANT ARREST,Sunday,01/31/2016 12:00:00 AM,17:29,SOUTHERN,"ARREST, BOOKED",BRYANT ST / 8TH ST,-122.406970988225,37.7725273607571,"(37.7725273607571, -122.406970988225)",16009127663010
2883,2883,2883,4883,160091298,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,01/31/2016 12:00:00 AM,14:30,PARK,NONE,4000 Block of 17TH ST,-122.436884739193,37.7623268956009,"(37.7623268956009, -122.436884739193)",16009129806243
2884,2884,2884,4884,160091298,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/31/2016 12:00:00 AM,14:30,PARK,NONE,4000 Block of 17TH ST,-122.436884739193,37.7623268956009,"(37.7623268956009, -122.436884739193)",16009129872000
2885,2885,2885,4885,160091301,"SEX OFFENSES, FORCIBLE","CHILD ABUSE, EXPLOITATION",Sunday,01/31/2016 12:00:00 AM,17:45,TARAVAL,"ARREST, BOOKED",KIRKHAM ST / 48TH AV,-122.482222292856,37.7595949319925,"(37.7595949319925, -122.482222292856)",16009130115016
2886,2886,2886,4886,160091301,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Sunday,01/31/2016 12:00:00 AM,17:45,TARAVAL,"ARREST, BOOKED",KIRKHAM ST / 48TH AV,-122.482222292856,37.7595949319925,"(37.7595949319925, -122.482222292856)",16009130164060
2887,2887,2887,4887,160091367,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,01/31/2016 12:00:00 AM,15:14,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.406520987144,37.7850629421661,"(37.7850629421661, -122.406520987144)",16009136706362
2888,2888,2888,4888,160091367,WARRANTS,WARRANT ARREST,Sunday,01/31/2016 12:00:00 AM,15:14,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.406520987144,37.7850629421661,"(37.7850629421661, -122.406520987144)",16009136763010
2889,2889,2889,4889,160210896,ASSAULT,BATTERY OF A POLICE OFFICER,Saturday,03/12/2016 12:00:00 AM,17:38,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,"(37.7564864109309, -122.406539115148)",16021089604154
2890,2890,2890,4890,160210896,OTHER OFFENSES,RESISTING ARREST,Saturday,03/12/2016 12:00:00 AM,17:38,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,"(37.7564864109309, -122.406539115148)",16021089627170
2891,2891,2891,4891,160210959,NON-CRIMINAL,TRAFFIC ACCIDENT,Saturday,03/12/2016 12:00:00 AM,18:20,SOUTHERN,NONE,FOLSOM ST / HAWTHORNE ST,-122.397816589532,37.7846680653938,"(37.7846680653938, -122.397816589532)",16021095968050
2892,2892,2892,4892,160210993,OTHER OFFENSES,CURFEW VIOLATION,Saturday,03/12/2016 12:00:00 AM,18:40,PARK,NONE,1800 Block of EDDY ST,-122.438098378037,37.7806388583762,"(37.7806388583762, -122.438098378037)",16021099329020
2893,2893,2893,4893,160210993,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,03/12/2016 12:00:00 AM,18:40,PARK,NONE,1800 Block of EDDY ST,-122.438098378037,37.7806388583762,"(37.7806388583762, -122.438098378037)",16021099364085
2894,2894,2894,4894,160211004,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,03/12/2016 12:00:00 AM,23:55,NORTHERN,NONE,400 Block of MARINA BL,-122.441103697779,37.8058165047145,"(37.8058165047145, -122.441103697779)",16021100464070
2895,2895,2895,4895,160646796,OTHER OFFENSES,PROBATION VIOLATION,Thursday,08/11/2016 12:00:00 AM,05:18,BAYVIEW,"ARREST, BOOKED",800 Block of INDIANA ST,-122.3912257128,37.7590564727907,"(37.7590564727907, -122.3912257128)",16064679626170
2896,2896,2896,4896,160646796,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Thursday,08/11/2016 12:00:00 AM,05:18,BAYVIEW,"ARREST, BOOKED",800 Block of INDIANA ST,-122.3912257128,37.7590564727907,"(37.7590564727907, -122.3912257128)",16064679627130
2897,2897,2897,4897,160646809,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Thursday,08/11/2016 12:00:00 AM,06:06,SOUTHERN,"ARREST, BOOKED",1000 Block of HARRISON ST,-122.404439703838,37.7770583079983,"(37.7770583079983, -122.404439703838)",16064680903073
2898,2898,2898,4898,160646809,ASSAULT,BATTERY,Thursday,08/11/2016 12:00:00 AM,06:06,SOUTHERN,"ARREST, BOOKED",1000 Block of HARRISON ST,-122.404439703838,37.7770583079983,"(37.7770583079983, -122.404439703838)",16064680904134
2899,2899,2899,4899,160629639,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,08/04/2016 12:00:00 AM,19:00,CENTRAL,NONE,POWELL ST / UNION ST,-122.410836469037,37.8002387227716,"(37.8002387227716, -122.410836469037)",16062963915040
2900,2900,2900,4900,160647409,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Wednesday,08/10/2016 12:00:00 AM,16:00,BAYVIEW,NONE,1100 Block of THOMAS AV,-122.382852175823,37.7256943991515,"(37.7256943991515, -122.382852175823)",16064740905151
2901,2901,2901,4901,160206419,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,03/11/2016 12:00:00 AM,02:50,NORTHERN,NONE,FRANKLIN ST / PACIFIC AV,-122.424873688619,37.7946072650051,"(37.7946072650051, -122.424873688619)",16020641962050
2902,2902,2902,4902,160206419,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,03/11/2016 12:00:00 AM,02:50,NORTHERN,NONE,FRANKLIN ST / PACIFIC AV,-122.424873688619,37.7946072650051,"(37.7946072650051, -122.424873688619)",16020641965016
2903,2903,2903,4903,160206425,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,03/10/2016 12:00:00 AM,19:00,BAYVIEW,NONE,MANSELL ST / SOMERSET ST,-122.405010507128,37.7205104070487,"(37.7205104070487, -122.405010507128)",16020642528160
2904,2904,2904,4904,160206425,VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",Thursday,03/10/2016 12:00:00 AM,19:00,BAYVIEW,NONE,MANSELL ST / SOMERSET ST,-122.405010507128,37.7205104070487,"(37.7205104070487, -122.405010507128)",16020642528161
2905,2905,2905,4905,160211167,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Saturday,03/12/2016 12:00:00 AM,19:17,BAYVIEW,NONE,900 Block of JAMESTOWN AV,-122.39206487071,37.71780154499,"(37.71780154499, -122.39206487071)",16021116715161
2906,2906,2906,4906,160211173,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,03/12/2016 12:00:00 AM,18:00,SOUTHERN,NONE,0 Block of TOWNSEND ST,-122.38917826265,37.7817062612299,"(37.7817062612299, -122.38917826265)",16021117306243
2907,2907,2907,4907,160211311,OTHER OFFENSES,PAROLE VIOLATION,Saturday,03/12/2016 12:00:00 AM,21:00,SOUTHERN,"ARREST, BOOKED",700 Block of MISSION ST,-122.403070000847,37.7852686309087,"(37.7852686309087, -122.403070000847)",16021131126150
2908,2908,2908,4908,160211399,WARRANTS,WARRANT ARREST,Saturday,03/12/2016 12:00:00 AM,20:45,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.409011206639,37.7811340568243,"(37.7811340568243, -122.409011206639)",16021139963010
2909,2909,2909,4909,160211430,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,03/12/2016 12:00:00 AM,22:42,TARAVAL,"ARREST, BOOKED",700 Block of LAKE MERCED BL,-122.48496497357,37.7212867951182,"(37.7212867951182, -122.48496497357)",16021143065016
2910,2910,2910,4910,160091464,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/31/2016 12:00:00 AM,18:34,TENDERLOIN,NONE,0 Block of MCALLISTER ST,-122.412596970637,37.7811192121542,"(37.7811192121542, -122.412596970637)",16009146428160
2911,2911,2911,4911,160091470,VEHICLE THEFT,STOLEN TRUCK,Saturday,01/30/2016 12:00:00 AM,14:00,BAYVIEW,NONE,EGBERT AV / NEWHALL ST,-122.399271166098,37.7267809226846,"(37.7267809226846, -122.399271166098)",16009147007025
